CBO before,CBO after,,WMC before,WMC after,,DIT before,DIT after,,NOC before,NOC after,,LCOM5 before,LCOM5 after,,CC before,CC after,,loc before,loc after,,LLOC before,LLOC after,,RFC before,RFC after,,CLOC before,CLOC after,,NOA before,NOA after,,NPM before,NPM after
,,,,,,,,,,,,,,,0.560209,0,,44,6,,33,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,19,,33,12,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,32,,33,26,,,,,0,12,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,24,,33,17,,,,,0,9,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,10,,33,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,18,,33,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,3,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,3,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,9,,33,9,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,10,,33,10,,,,,0,165,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,3,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,3,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,28,,33,25,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,5,,33,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,18,,33,15,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,20,,33,19,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,15,,33,13,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,8,,33,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,8,,33,8,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,11,,33,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,28,,33,22,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,14,,33,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,23,,33,18,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,22,,33,22,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,8,,33,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,24,,33,20,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0.560209,0.560209,,44,44,,33,33,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,8,,33,7,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0.09375,,44,38,,33,30,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,5,,33,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0.209677,,44,45,,33,42,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,13,,33,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,14,,33,12,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,11,,33,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,9,,33,9,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,58,,33,42,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,11,,33,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0.886179,,44,25,,33,24,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,16,,33,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,16,,33,15,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,18,,33,14,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,9,,33,8,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,30,,33,27,,,,,0,2,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,14,,33,13,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.560209,0,,44,4,,33,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,11,,4,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,11,,4,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,16,,4,16,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,5,,4,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,5,,4,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,18,,4,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,5,,4,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,19,,4,12,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0,0,,4,32,,4,26,,,,,0,12,,,,,,
,,,,,,,,,,,,,,,0,0,,4,24,,4,17,,,,,0,9,,,,,,
,,,,,,,,,,,,,,,0,0,,4,10,,4,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,18,,4,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,9,,4,9,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,10,,4,10,,,,,0,165,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,28,,4,25,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0,0,,4,5,,4,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,18,,4,15,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,20,,4,19,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,15,,4,13,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,8,,4,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,8,,4,8,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0,0,,4,11,,4,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,28,,4,22,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0,0,,4,14,,4,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,23,,4,18,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0,0,,4,22,,4,22,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,8,,4,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,24,,4,20,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0,0.560209,,4,44,,4,33,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,8,,4,7,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0.09375,,4,38,,4,30,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,5,,4,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0.209677,,4,45,,4,42,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,13,,4,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,14,,4,12,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0,0,,4,11,,4,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,9,,4,9,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,58,,4,42,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0,0,,4,11,,4,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0.886179,,4,25,,4,24,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,16,,4,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,16,,4,15,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,18,,4,14,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0,0,,4,9,,4,8,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0,0,,4,30,,4,27,,,,,0,2,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,14,,4,13,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,11,,30,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,11,,30,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,16,,30,16,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,5,,30,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,5,,30,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,18,,30,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,5,,30,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,6,,30,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,6,,30,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,19,,30,12,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,32,,30,26,,,,,0,12,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,24,,30,17,,,,,0,9,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,10,,30,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,18,,30,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,9,,30,9,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,10,,30,10,,,,,0,165,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,3,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,28,,30,25,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,5,,30,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,18,,30,15,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,20,,30,19,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,15,,30,13,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,8,,30,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,8,,30,8,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,11,,30,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,28,,30,22,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,14,,30,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,23,,30,18,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,22,,30,22,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,8,,30,8,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,24,,30,20,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0.09375,0.560209,,38,44,,30,33,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,8,,30,7,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0.09375,,38,38,,30,30,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,5,,30,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0.209677,,38,45,,30,42,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,13,,30,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,14,,30,12,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,11,,30,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,9,,30,9,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,58,,30,42,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,11,,30,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0.886179,,38,25,,30,24,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,16,,30,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,16,,30,15,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,18,,30,14,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,9,,30,8,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,30,,30,27,,,,,0,2,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,14,,30,13,,,,,0,8,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0.09375,0,,38,4,,30,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,11,,5,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,11,,5,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,16,,5,16,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,5,,5,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,5,,5,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,18,,5,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,5,,5,5,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,6,,5,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,3,,5,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,6,,5,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,0,0,,5,4,,5,4,,,,,0,0,,,,,,
